serialanon,gorehs,hhcomp1,hhsizex,ndepchild,agehrp4x,agehrp6x,emphrpx,ethhrp2x,sexhrp,nbedsx,accomhh1,lenresb,ftbuyer,tenure4,mortwkx,rentwkx,amthbenx,housbenx,HYEARGRx,hhvulx
18190000002,4,7,1,0,3,5,2,1,2,3,2,7,3,2,-9.00,86.77,0.00,2,6760.00,2
18190000005,10,7,1,0,3,4,1,1,2,2,3,6,2,1,80.77,-9.00,-9.00,-9,41175.00,2
18190000006,1,1,2,0,4,6,3,1,1,4,3,8,3,2,-9.00,107.00,0.00,2,13336.00,2
18190000008,10,1,4,1,3,4,2,1,2,4,1,5,2,1,570.62,-9.00,-9.00,-9,54317.53,2
18190000012,5,1,2,0,3,5,1,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,46602.50,2
18190000013,1,1,2,0,4,6,3,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,16601.00,1
18190000017,9,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,27461.50,2
18190000020,6,1,2,0,3,5,2,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,41012.50,2
18190000023,2,3,3,2,2,3,1,1,2,3,2,4,3,3,-9.00,109.62,0.00,2,42283.80,2
18190000025,4,6,1,0,2,3,1,1,1,1,4,3,3,3,-9.00,92.31,0.00,2,16120.00,2
18190000026,5,7,1,0,1,2,6,1,2,1,5,4,3,2,-9.00,65.00,65.00,1,6552.00,1
18190000027,6,7,1,0,3,4,1,1,2,3,3,4,3,3,-9.00,127.25,67.50,1,6760.00,1
18190000028,10,7,1,0,4,6,3,1,2,1,4,5,3,2,-9.00,138.46,126.92,1,10348.00,1
18190000029,6,7,1,0,3,5,2,1,2,2,5,5,1,1,0.00,-9.00,-9.00,-9,14820.00,2
18190000032,2,6,1,0,4,6,3,1,1,2,4,6,3,2,-9.00,81.00,81.00,1,16171.00,1
18190000033,9,1,2,0,1,2,1,1,1,2,4,2,1,1,150.46,-9.00,-9.00,-9,61775.00,2
18190000037,4,1,3,1,2,3,1,1,1,3,2,5,1,1,103.15,-9.00,-9.00,-9,25813.90,2
18190000038,7,1,2,0,2,3,1,1,1,2,3,4,2,1,92.31,-9.00,-9.00,-9,33280.00,2
18190000040,7,3,3,1,3,4,1,1,2,3,1,5,2,1,148.38,-9.00,-9.00,-9,43772.20,1
18190000042,7,1,4,1,3,5,1,1,2,3,1,6,2,1,166.15,-9.00,-9.00,-9,45500.00,2
18190000043,2,1,3,1,3,5,1,1,2,3,2,3,2,1,0.00,-9.00,-9.00,-9,43148.90,2
18190000045,4,1,2,0,4,6,3,1,1,2,1,8,2,1,0.00,-9.00,-9.00,-9,18387.00,2
18190000046,8,1,4,2,2,3,1,1,1,5,1,3,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000049,5,5,2,0,3,5,2,1,2,3,1,7,2,1,0.00,-9.00,-9.00,-9,21228.71,2
18190000050,2,1,2,0,3,4,6,1,2,4,1,2,2,1,284.75,-9.00,-9.00,-9,44575.00,2
18190000053,2,3,2,0,4,6,3,1,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,28237.50,2
18190000054,4,7,1,0,4,6,3,1,2,1,2,4,3,2,-9.00,152.08,69.00,1,12227.28,1
18190000056,7,1,4,2,2,3,1,1,1,4,1,1,3,3,-9.00,461.54,0.00,2,38488.80,2
18190000061,6,1,2,0,4,6,3,1,1,5,1,6,1,1,276.92,-9.00,-9.00,-9,71650.00,1
18190000066,5,1,2,0,4,6,3,1,2,3,1,5,2,1,0.00,-9.00,-9.00,-9,12938.00,1
18190000067,8,7,1,0,4,6,3,1,2,3,2,8,3,2,-9.00,120.00,0.00,2,8840.00,2
18190000068,9,1,2,0,4,6,3,1,1,5,1,7,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000069,9,7,1,0,3,4,1,1,2,1,4,4,3,3,-9.00,265.38,0.00,2,43875.00,2
18190000071,9,1,6,4,1,2,6,1,2,3,2,2,3,2,-9.00,146.00,96.00,1,36324.60,1
18190000073,5,1,2,0,4,6,3,1,1,2,1,6,2,1,0.00,-9.00,-9.00,-9,46992.50,1
18190000075,9,7,1,0,2,3,1,2,2,1,4,4,1,1,126.92,-9.00,-9.00,-9,35100.00,2
18190000078,4,1,2,0,3,4,1,1,1,2,3,7,1,1,0.00,-9.00,-9.00,-9,22100.00,2
18190000081,4,1,2,0,3,4,1,1,2,2,3,4,3,3,-9.00,121.15,0.00,2,47580.00,2
18190000083,6,6,1,0,2,3,1,1,1,2,3,2,3,3,-9.00,138.80,0.00,2,19874.10,2
18190000085,1,6,1,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,29442.50,2
18190000090,2,1,3,0,4,6,3,1,1,2,3,8,1,1,0.00,-9.00,-9.00,-9,18080.00,2
18190000091,10,1,5,3,1,2,2,1,2,3,2,4,3,2,-9.00,129.00,129.00,1,18309.20,1
18190000092,5,7,1,0,4,6,3,1,2,1,3,6,3,2,-9.00,73.00,73.00,1,15119.00,1
18190000093,9,1,3,1,2,2,1,1,1,3,2,2,3,3,-9.00,138.46,4.62,1,24418.45,1
18190000095,6,5,2,0,2,3,1,1,2,4,1,6,2,1,140.77,-9.00,-9.00,-9,35566.25,2
18190000097,5,3,2,1,3,4,1,1,2,2,3,6,2,1,69.23,49.15,0.00,2,18236.40,1
18190000098,9,1,2,0,1,2,1,1,1,2,3,1,3,3,-9.00,206.54,0.00,2,39335.00,2
18190000101,9,1,3,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,42480.00,2
18190000103,4,6,1,0,2,2,2,1,1,2,4,4,3,2,-9.00,93.23,0.00,2,13281.25,2
18190000109,6,7,1,0,4,6,3,1,2,2,3,3,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000110,4,7,1,0,3,4,1,1,2,1,5,4,3,3,-9.00,114.23,0.00,2,15155.00,2
18190000113,4,1,2,0,2,3,1,1,1,4,2,5,3,3,-9.00,0.00,0.00,2,68795.00,2
18190000114,9,1,2,0,3,4,1,1,1,1,4,5,3,2,-9.00,77.77,0.00,2,24972.00,1
18190000115,5,6,1,0,2,2,1,1,1,2,3,4,1,1,71.08,-9.00,-9.00,-9,22100.00,2
18190000119,2,1,2,0,4,6,3,1,1,5,1,6,2,1,0.00,-9.00,-9.00,-9,47525.50,2
18190000120,2,3,2,1,3,4,1,1,2,3,3,6,1,1,57.69,-9.00,-9.00,-9,26151.40,2
18190000123,5,1,2,0,4,6,3,1,2,4,1,8,2,1,0.00,-9.00,-9.00,-9,16055.00,2
18190000124,5,7,1,0,4,6,3,1,2,2,1,6,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000125,9,3,4,2,2,3,2,1,2,3,3,6,3,2,-9.00,118.22,1.00,1,34272.55,1
18190000127,8,1,2,0,3,5,6,1,1,2,4,6,2,1,0.00,-9.00,-9.00,-9,36950.61,2
18190000129,6,7,1,0,4,6,3,2,2,1,4,6,3,2,-9.00,105.20,69.00,1,9669.00,1
18190000138,8,1,3,1,3,5,1,1,2,4,3,6,2,1,251.04,-9.00,-9.00,-9,100000.00,2
18190000141,2,7,1,0,4,6,3,1,2,2,2,6,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000144,7,3,4,3,2,2,1,1,2,2,5,4,3,3,-9.00,115.38,0.00,2,25498.20,1
18190000145,1,1,3,1,2,3,1,1,1,4,1,1,2,1,190.15,-9.00,-9.00,-9,63616.40,2
18190000147,5,1,3,0,4,6,3,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,37132.50,2
18190000150,6,1,2,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,22343.75,2
18190000152,5,1,2,0,4,6,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,60383.50,2
18190000153,9,6,1,0,3,5,6,1,1,1,4,1,3,2,-9.00,91.00,91.00,1,5327.16,1
18190000155,7,1,2,0,4,6,3,1,1,4,1,5,2,1,80.77,-9.00,-9.00,-9,29444.29,2
18190000156,5,1,2,0,1,2,1,1,1,3,2,2,1,1,57.69,57.69,0.00,2,24700.00,2
18190000157,4,6,1,0,4,6,3,1,1,2,2,5,3,2,-9.00,6.46,0.00,2,17900.00,1
18190000158,8,1,4,2,3,4,6,1,2,3,2,5,2,1,357.82,-9.00,-9.00,-9,44575.00,2
18190000159,9,1,2,0,3,5,1,1,1,3,2,6,1,1,0.00,-9.00,-9.00,-9,29647.50,2
18190000161,9,1,3,1,2,3,1,1,1,3,2,4,2,1,311.54,-9.00,-9.00,-9,100000.00,2
18190000162,7,6,1,0,3,4,1,1,1,2,4,5,3,3,-9.00,121.15,0.00,2,33003.75,2
18190000164,5,7,1,0,4,6,3,1,2,4,1,8,2,1,0.00,-9.00,-9.00,-9,30522.25,2
18190000165,10,1,2,0,3,5,3,1,1,2,3,4,2,1,0.00,-9.00,-9.00,-9,11411.29,2
18190000168,6,7,1,0,4,6,3,1,2,3,1,4,2,1,0.00,-9.00,-9.00,-9,11820.00,2
18190000170,2,1,5,3,2,3,1,2,1,3,3,5,3,3,-9.00,139.42,12.50,1,19424.20,1
18190000171,8,7,1,0,4,6,3,2,2,1,4,4,3,2,-9.00,93.00,59.65,1,11820.00,1
18190000172,10,1,3,0,1,1,5,1,2,3,3,4,3,3,-9.00,302.31,0.00,2,14820.00,2
18190000175,4,6,1,0,4,6,3,1,1,2,1,8,2,1,0.00,-9.00,-9.00,-9,17892.50,2
18190000176,7,1,3,0,3,5,1,1,1,4,1,6,2,1,369.23,-9.00,-9.00,-9,100000.00,2
18190000178,8,1,2,0,2,2,1,1,2,1,4,3,3,3,-9.00,246.92,0.00,2,45186.25,2
18190000179,8,1,3,1,2,2,6,1,2,3,2,5,3,3,-9.00,0.00,0.00,2,30716.40,2
18190000180,10,1,4,0,3,4,1,1,1,3,2,3,3,3,-9.00,173.08,0.00,2,66700.00,2
18190000181,10,1,2,0,3,4,1,1,1,1,5,3,3,2,-9.00,73.00,0.00,2,34372.00,1
18190000184,7,3,4,3,3,4,2,1,2,3,2,3,3,2,-9.00,150.89,133.14,1,21976.80,1
18190000186,2,1,2,0,2,3,1,1,1,3,1,5,1,1,138.46,-9.00,-9.00,-9,39260.00,2
18190000188,9,1,2,0,4,6,3,1,1,3,2,1,3,3,-9.00,190.38,0.00,2,12938.00,1
18190000191,1,1,2,0,4,6,2,1,1,2,1,8,2,1,0.00,-9.00,-9.00,-9,33673.13,2
18190000192,7,7,1,0,2,2,2,1,2,2,1,4,2,1,0.00,-9.00,-9.00,-9,13669.69,2
18190000194,6,3,4,3,2,3,6,1,2,3,3,5,3,2,-9.00,97.00,24.27,1,9795.00,1
18190000195,10,3,4,2,3,4,1,1,2,3,3,6,3,2,-9.00,123.46,123.46,1,18708.80,1
18190000199,5,1,2,0,3,4,1,1,1,4,1,4,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000202,6,1,2,0,4,6,3,1,1,2,1,4,1,1,0.00,-9.00,-9.00,-9,12938.00,1
18190000204,1,6,1,0,3,5,1,1,1,5,3,8,1,1,0.00,-9.00,-9.00,-9,35365.00,2
18190000206,6,6,1,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,31987.50,2
18190000208,6,1,2,0,3,4,1,1,1,4,1,6,2,1,147.69,-9.00,-9.00,-9,52795.00,2
18190000209,7,1,4,2,2,3,1,1,1,4,1,4,1,1,715.38,-9.00,-9.00,-9,100000.00,2
18190000210,4,3,4,2,2,3,6,1,2,3,2,4,3,3,-9.00,136.15,136.15,1,16399.00,1
18190000215,6,3,2,1,2,3,6,1,2,3,3,4,1,1,61.62,-9.00,-9.00,-9,8272.40,1
18190000217,4,1,3,1,1,2,1,1,1,2,3,3,3,3,-9.00,126.92,0.00,2,66676.40,2
18190000219,10,1,3,1,2,3,1,1,1,4,1,6,2,1,0.00,-9.00,-9.00,-9,67454.15,2
18190000220,9,1,3,0,3,5,1,1,1,3,3,6,2,1,169.00,-9.00,-9.00,-9,59540.00,2
18190000221,2,6,1,0,1,2,1,1,1,2,5,1,3,3,-9.00,114.23,0.00,2,33726.00,2
18190000222,7,1,2,0,3,5,1,1,1,2,3,4,3,2,-9.00,113.54,0.00,2,35360.00,2
18190000223,7,6,1,0,3,4,4,1,1,1,4,5,3,2,-9.00,103.60,84.00,1,8242.00,1
18190000226,10,1,2,0,4,6,3,1,1,2,3,5,3,2,-9.00,113.60,89.00,1,15046.00,1
18190000227,2,7,1,0,3,5,6,1,2,2,3,5,3,2,-9.00,81.00,1.00,1,9795.00,1
18190000228,6,1,4,0,3,5,1,2,1,3,3,1,2,1,276.92,-9.00,-9.00,-9,99202.50,2
18190000230,5,5,2,0,4,6,3,2,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,43346.75,2
18190000236,2,1,2,0,1,2,1,1,1,1,5,4,1,1,98.08,-9.00,-9.00,-9,100000.00,2
18190000238,6,6,1,0,4,6,3,1,1,3,3,4,3,2,-9.00,85.00,85.00,1,8476.00,1
18190000242,2,1,3,0,3,4,2,1,2,3,3,6,3,2,-9.00,120.00,0.00,2,47096.00,2
18190000243,4,6,1,0,4,6,3,1,1,2,2,7,2,1,0.00,-9.00,-9.00,-9,16040.25,2
18190000244,5,7,1,0,3,5,4,1,2,1,4,5,3,2,-9.00,70.19,70.19,1,3801.00,1
18190000245,9,1,3,1,2,2,1,1,1,3,4,3,3,3,-9.00,69.23,0.00,2,21356.40,2
18190000247,7,4,5,0,3,4,1,1,1,3,3,7,1,1,0.00,-9.00,-9.00,-9,84806.25,2
18190000248,6,1,2,0,4,6,3,1,1,2,5,5,3,3,-9.00,103.85,0.00,2,20974.00,2
18190000250,5,3,3,2,2,3,2,1,2,3,3,4,3,3,-9.00,124.62,0.00,2,20638.80,1
18190000251,4,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,13098.00,2
18190000252,5,7,1,0,4,6,3,1,2,4,2,8,2,1,0.00,-9.00,-9.00,-9,38604.50,2
18190000259,1,1,5,3,2,3,1,1,1,4,1,3,1,1,207.69,-9.00,-9.00,-9,68307.45,2
18190000261,7,1,3,0,3,5,1,1,1,4,2,7,2,1,0.00,-9.00,-9.00,-9,66600.00,2
18190000262,6,1,9,5,2,3,1,1,1,5,3,2,1,1,0.00,-9.00,-9.00,-9,68874.56,2
18190000266,6,1,2,0,2,2,1,1,2,2,3,2,3,3,-9.00,183.46,0.00,2,84066.18,2
18190000267,7,1,4,2,2,3,1,1,1,4,2,2,3,3,-9.00,206.54,0.00,2,31688.80,2
18190000268,6,1,3,1,2,2,1,1,1,2,3,2,3,3,-9.00,126.92,0.00,2,33576.40,2
18190000271,6,1,2,0,3,5,1,1,2,3,2,7,1,1,45.07,-9.00,-9.00,-9,56965.00,2
18190000273,6,7,1,0,4,6,3,1,2,3,3,7,3,2,-9.00,97.00,97.00,1,8476.00,1
18190000274,6,6,1,0,4,6,3,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,19845.00,2
18190000275,8,3,4,0,3,4,1,2,2,3,4,6,3,2,-9.00,126.00,0.00,2,48680.00,2
18190000276,4,1,2,0,3,5,1,1,1,4,1,7,2,1,122.01,-9.00,-9.00,-9,64575.04,2
18190000279,1,1,2,0,3,4,2,1,2,3,3,7,1,1,0.00,-9.00,-9.00,-9,23106.00,2
18190000280,7,4,2,0,2,2,1,1,1,2,3,4,1,1,94.62,-9.00,-9.00,-9,22100.00,2
18190000281,8,3,3,1,3,5,1,1,2,4,3,7,2,1,530.77,-9.00,-9.00,-9,100000.00,2
18190000283,2,1,3,1,2,3,1,1,2,3,2,5,2,1,103.85,-9.00,-9.00,-9,32500.00,2
18190000285,4,1,2,0,3,4,2,1,2,1,4,4,3,2,-9.00,76.15,0.00,2,37700.00,2
18190000286,6,1,2,0,3,5,1,1,1,3,2,3,3,3,-9.00,115.38,0.00,2,49995.00,2
18190000292,1,6,1,0,4,6,3,1,1,3,3,6,2,1,57.69,-9.00,-9.00,-9,13462.00,2
18190000294,5,1,2,0,3,5,1,1,1,3,2,6,2,1,129.23,-9.00,-9.00,-9,31980.00,2
18190000296,10,7,1,0,4,6,3,1,2,4,2,8,2,1,0.00,-9.00,-9.00,-9,34853.50,2
18190000297,2,7,1,0,3,5,2,1,2,1,3,2,3,2,-9.00,75.00,75.00,1,11682.00,1
18190000298,2,6,1,0,1,2,4,1,1,1,4,5,3,2,-9.00,80.00,80.00,1,12758.75,1
18190000303,1,1,4,2,3,4,1,1,1,3,3,1,3,2,-9.00,85.00,0.00,2,42088.80,2
18190000304,1,1,4,2,2,3,1,1,1,3,2,8,1,1,142.38,-9.00,-9.00,-9,53486.20,2
18190000309,2,6,1,0,4,6,3,1,1,3,3,5,3,2,-9.00,90.00,90.00,1,16530.00,1
18190000312,2,1,2,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,17835.00,2
18190000313,4,6,1,0,4,6,3,1,1,3,2,8,3,2,-9.00,90.00,90.00,1,9111.00,1
18190000314,7,1,2,0,4,6,3,1,1,4,2,6,2,1,0.00,-9.00,-9.00,-9,51796.50,2
18190000315,8,3,5,4,2,3,1,2,2,4,2,6,3,3,-9.00,0.00,0.00,2,29960.80,1
18190000317,9,1,4,1,2,2,1,1,2,3,3,4,1,1,165.46,-9.00,-9.00,-9,42376.40,2
18190000319,7,1,2,0,3,5,1,1,1,2,3,8,3,2,-9.00,90.00,0.00,2,25166.25,2
18190000320,2,1,4,0,3,5,1,1,1,3,1,3,2,1,80.77,-9.00,-9.00,-9,68200.00,2
18190000326,7,6,1,0,1,2,1,1,1,2,2,2,1,1,92.31,-9.00,-9.00,-9,37185.00,2
18190000336,4,7,1,0,4,6,3,1,2,2,3,8,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000340,7,1,3,0,3,5,1,1,1,4,1,7,1,1,92.31,-9.00,-9.00,-9,77115.00,2
18190000341,7,6,1,0,4,6,3,1,1,2,1,6,2,1,0.00,-9.00,-9.00,-9,19166.52,1
18190000342,9,3,2,1,2,3,1,2,2,2,4,6,3,2,-9.00,115.38,0.00,2,30976.40,2
18190000346,1,7,1,0,4,6,3,1,2,2,4,6,3,2,-9.00,76.00,76.00,1,12220.00,1
18190000354,7,1,4,2,3,4,1,1,1,4,1,1,2,1,257.54,-9.00,-9.00,-9,100000.00,2
18190000355,9,3,3,2,2,3,2,1,2,2,4,3,3,2,-9.00,160.00,0.00,2,34392.80,2
18190000357,9,1,2,0,4,6,1,1,1,5,1,7,1,1,0.00,-9.00,-9.00,-9,23140.00,2
18190000359,8,3,2,1,2,3,4,1,2,2,5,5,3,3,-9.00,312.31,312.31,1,9795.00,1
18190000360,9,1,2,0,3,5,3,1,1,2,1,7,2,1,0.00,-9.00,-9.00,-9,40277.00,1
18190000362,10,1,2,0,4,6,3,1,1,2,3,8,3,2,-9.00,156.92,0.00,2,23219.50,2
18190000364,9,7,1,0,4,6,3,1,2,3,2,8,3,2,-9.00,160.00,160.00,1,15490.00,1
18190000365,8,1,2,0,2,2,1,1,1,1,4,2,3,3,-9.00,80.77,0.00,2,42779.98,2
18190000367,5,1,2,0,4,6,3,1,1,3,1,8,2,1,0.00,-9.00,-9.00,-9,19845.00,1
18190000368,1,3,2,0,4,6,3,1,2,2,3,4,3,2,-9.00,96.15,96.15,1,19276.00,1
18190000370,8,6,1,0,2,2,1,1,1,2,4,3,1,1,120.00,-9.00,-9.00,-9,46510.00,2
18190000371,9,1,3,0,3,5,1,1,2,4,1,4,2,1,69.23,-9.00,-9.00,-9,84207.50,2
18190000372,10,1,5,1,3,5,2,1,2,5,1,7,2,1,0.00,-9.00,-9.00,-9,93170.00,2
18190000378,8,1,3,1,3,4,1,1,1,2,4,3,1,1,139.46,117.23,0.00,2,59027.30,2
18190000382,4,1,4,2,2,3,1,2,1,2,3,4,3,2,-9.00,71.15,0.00,2,17773.80,1
18190000383,8,1,3,1,3,5,2,1,2,2,3,6,3,2,-9.00,122.00,14.63,1,16465.40,1
18190000384,1,1,4,0,4,6,1,1,1,3,3,8,1,1,87.69,-9.00,-9.00,-9,51961.00,2
18190000386,9,1,2,0,4,6,3,1,2,3,2,8,3,3,-9.00,222.52,127.24,1,22360.00,1
18190000389,1,1,3,0,3,4,1,1,2,3,3,7,3,2,-9.00,103.85,0.00,2,28080.00,2
18190000396,2,1,4,2,2,3,1,1,1,3,2,5,1,1,0.00,-9.00,-9.00,-9,34103.80,2
18190000399,2,3,3,1,2,3,1,1,2,4,3,6,3,2,-9.00,109.62,0.00,2,31831.40,2
18190000402,5,1,3,1,1,2,1,1,1,2,3,1,3,3,-9.00,103.85,0.00,2,31958.58,2
18190000403,9,7,1,0,3,5,2,1,2,3,2,7,2,1,0.00,-9.00,-9.00,-9,4972.50,2
18190000404,9,1,2,0,3,5,3,1,1,5,1,1,2,1,0.00,-9.00,-9.00,-9,7130.00,2
18190000405,9,7,1,0,4,6,3,1,2,4,1,8,2,1,48.80,-9.00,-9.00,-9,21637.00,2
18190000406,4,3,2,0,4,6,3,1,2,2,2,5,3,3,-9.00,101.58,45.50,1,15676.00,1
18190000408,2,3,3,2,2,2,6,1,2,3,3,4,3,3,-9.00,121.15,90.00,1,11666.00,1
18190000409,4,1,3,0,3,5,1,1,1,3,1,7,3,2,-9.00,111.83,0.00,2,51006.25,2
18190000410,2,1,3,1,1,1,1,2,2,2,3,1,3,2,-9.00,73.85,41.66,1,10358.00,1
18190000412,2,1,5,3,2,3,1,1,2,3,2,5,1,1,71.12,-9.00,-9.00,-9,40078.85,2
18190000414,1,7,1,0,4,6,3,1,2,4,2,8,1,1,0.00,-9.00,-9.00,-9,12518.00,1
18190000415,10,1,2,0,3,4,1,1,1,3,3,7,3,2,-9.00,101.54,0.00,2,50700.00,2
18190000416,7,3,2,1,1,2,4,2,2,1,4,1,3,2,-9.00,109.35,0.00,2,8187.00,1
18190000420,8,4,6,1,2,2,1,2,1,3,3,4,3,2,-9.00,135.00,0.00,2,100000.00,2
18190000421,9,6,1,0,3,4,6,1,1,1,4,5,3,2,-9.00,77.00,77.00,1,9114.80,1
18190000427,5,1,3,1,3,4,2,2,1,2,3,6,3,2,-9.00,80.00,0.00,2,14908.40,2
18190000428,9,1,2,0,4,6,3,1,1,4,1,4,2,1,0.00,-9.00,-9.00,-9,17368.00,2
18190000429,1,1,2,0,2,2,1,1,2,2,1,7,1,1,54.23,-9.00,-9.00,-9,37978.75,2
18190000434,2,1,2,0,3,5,2,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,40905.00,2
18190000438,4,6,1,0,1,2,1,1,1,2,3,2,3,3,-9.00,92.31,0.00,2,20430.00,2
18190000440,4,1,3,0,3,4,1,1,1,3,2,5,3,2,-9.00,88.58,0.00,2,24680.00,2
18190000441,5,7,1,0,4,6,3,1,2,4,1,4,2,1,0.00,-9.00,-9.00,-9,13208.00,2
18190000443,4,1,3,1,1,2,6,2,2,2,4,4,3,2,-9.00,65.00,0.00,2,29885.64,2
18190000445,8,1,2,0,3,5,1,1,2,3,5,5,1,1,90.00,-9.00,-9.00,-9,100000.00,2
18190000446,10,6,1,0,4,6,2,1,1,1,4,5,3,3,-9.00,145.38,0.00,2,23304.85,2
18190000447,4,6,1,0,3,5,6,1,1,1,5,1,3,3,-9.00,70.00,70.00,1,7397.00,1
18190000448,5,4,2,0,4,6,3,1,1,3,2,7,3,2,-9.00,102.50,0.00,2,37447.50,1
18190000449,8,1,2,0,2,2,1,1,2,2,3,2,1,1,361.62,-9.00,-9.00,-9,100000.00,2
18190000452,9,1,3,0,3,5,1,2,1,5,1,5,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000453,2,7,1,0,3,4,1,1,2,3,2,4,1,1,149.08,-9.00,-9.00,-9,16307.50,2
18190000456,9,1,4,2,2,3,2,1,2,3,2,4,3,2,-9.00,126.92,0.00,2,14686.80,1
18190000457,2,1,2,0,3,5,2,1,1,3,1,7,1,1,0.00,-9.00,-9.00,-9,27986.79,2
18190000459,8,1,4,0,3,4,1,1,1,2,4,5,3,2,-9.00,110.54,0.00,2,23920.00,2
18190000462,9,1,2,0,4,6,3,1,2,2,2,7,2,1,0.00,-9.00,-9.00,-9,40752.50,2
18190000463,7,6,1,0,1,2,1,2,1,1,4,2,3,3,-9.00,121.15,0.00,2,18361.98,2
18190000466,4,1,2,0,4,6,3,1,2,5,1,4,2,1,0.00,-9.00,-9.00,-9,13630.00,2
18190000467,8,1,3,0,4,6,3,1,2,2,4,8,1,1,0.00,-9.00,-9.00,-9,20974.00,2
18190000468,10,1,3,1,2,2,1,1,1,2,5,3,3,3,-9.00,161.54,0.00,2,34356.40,2
18190000469,9,3,2,1,3,4,2,1,2,2,3,5,3,3,-9.00,196.15,92.31,1,16832.80,1
18190000470,2,1,2,0,3,5,3,1,2,3,1,8,2,1,0.00,-9.00,-9.00,-9,96257.50,2
18190000471,10,7,1,0,4,6,3,1,2,1,4,4,2,1,0.00,-9.00,-9.00,-9,22599.00,2
18190000473,5,1,3,1,3,4,1,1,1,5,1,5,2,1,219.92,-9.00,-9.00,-9,68850.29,2
18190000479,9,3,3,1,3,4,1,1,2,4,3,6,2,1,154.62,-9.00,-9.00,-9,47896.40,2
18190000480,9,1,2,0,3,5,3,1,1,2,3,5,2,1,0.00,-9.00,-9.00,-9,52677.50,2
18190000481,2,7,1,0,4,6,3,1,2,2,3,4,3,3,-9.00,85.50,78.00,1,8476.00,1
18190000485,10,2,2,0,3,5,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,53567.50,2
18190000487,8,3,3,2,2,2,5,1,2,2,4,4,3,3,-9.00,280.77,200.00,1,23108.80,1
18190000488,4,1,4,1,3,4,2,1,2,3,3,6,3,2,-9.00,95.00,0.00,2,28272.40,2
18190000489,4,1,2,0,4,6,3,1,2,4,3,3,1,1,0.00,-9.00,-9.00,-9,31162.50,2
18190000490,8,6,1,0,4,6,3,1,1,3,3,8,3,2,-9.00,110.00,90.00,1,11820.00,1
18190000491,1,1,4,2,3,4,2,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,26940.55,2
18190000492,4,1,3,1,3,4,1,1,1,3,1,6,2,1,184.62,-9.00,-9.00,-9,100000.00,2
18190000493,10,1,4,2,2,3,1,1,1,3,3,3,2,1,193.31,-9.00,-9.00,-9,35619.39,2
18190000494,1,7,1,0,3,4,1,1,2,2,3,1,3,2,-9.00,86.00,0.00,2,10920.00,2
18190000496,8,7,1,0,3,5,2,1,2,3,2,6,2,1,0.00,-9.00,-9.00,-9,9112.50,2
18190000497,2,1,5,3,2,3,1,1,1,3,3,5,3,2,-9.00,88.98,0.00,2,20441.20,2
18190000498,7,1,4,1,3,4,1,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,45129.47,2
18190000500,8,1,9,5,2,3,1,2,1,5,2,6,2,1,0.00,-9.00,-9.00,-9,44670.60,2
18190000506,6,1,2,0,3,5,1,1,1,3,2,7,2,1,80.29,-9.00,-9.00,-9,32390.00,2
18190000508,4,1,2,0,1,2,1,1,1,3,3,1,3,3,-9.00,138.46,0.00,2,34470.00,2
18190000509,2,7,1,0,4,6,3,1,2,2,2,6,1,1,0.00,-9.00,-9.00,-9,18483.00,2
18190000511,1,3,2,0,3,4,1,1,2,3,3,7,3,2,-9.00,91.00,0.00,2,30240.00,2
18190000514,5,7,1,0,4,6,3,1,2,4,1,8,2,1,0.00,-9.00,-9.00,-9,11079.00,2
18190000517,2,3,5,3,2,3,6,1,2,3,2,6,3,2,-9.00,80.00,80.00,1,20621.20,1
18190000518,2,7,1,0,4,6,3,1,2,2,4,8,3,2,-9.00,100.00,100.00,1,8476.00,1
