serialanon,gorehs,hhcomp1,hhsizex,ndepchild,agehrp4x,agehrp6x,emphrpx,ethhrp2x,sexhrp,nbedsx,accomhh1,lenresb,ftbuyer,tenure4,mortwkx,rentwkx,amthbenx,housbenx,HYEARGRx,hhvulx
18190013038,7,3,3,2,3,4,1,1,2,2,4,6,1,1,103.85,-9.00,-9.00,-9,50307.55,2
18190013040,9,1,2,0,3,5,1,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,42900.00,2
18190013041,1,7,1,0,4,6,3,1,2,2,4,6,3,2,-9.00,92.00,0.00,2,8476.00,1
18190013045,1,1,4,1,2,3,1,1,2,2,2,7,2,1,103.85,-9.00,-9.00,-9,55751.40,2
18190013048,6,3,4,2,3,4,2,2,2,3,3,6,3,2,-9.00,101.00,11.00,1,15145.00,1
18190013050,9,1,4,2,2,3,1,1,1,3,3,5,2,1,127.85,-9.00,-9.00,-9,67216.60,2
18190013051,6,1,3,1,4,6,2,2,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,38162.90,2
18190013052,5,1,6,4,2,3,1,2,1,4,1,5,1,1,184.62,-9.00,-9.00,-9,45039.50,2
18190013053,4,1,2,0,2,3,2,1,2,3,2,6,3,2,-9.00,105.00,0.00,2,37775.00,2
18190013055,2,3,3,1,3,4,1,1,2,3,3,7,1,1,57.69,-9.00,-9.00,-9,37420.15,1
18190013056,9,1,3,0,3,4,2,1,2,4,3,5,3,2,-9.00,133.85,0.00,2,63780.00,2
18190013057,2,1,4,0,3,4,1,2,1,4,1,4,1,1,134.77,-9.00,-9.00,-9,72700.00,2
18190013058,10,1,2,0,3,4,1,1,1,3,1,6,2,1,0.00,-9.00,-9.00,-9,65325.00,2
18190013059,7,1,4,1,3,5,1,1,1,5,1,5,2,1,502.09,-9.00,-9.00,-9,42360.00,2
18190013061,2,7,1,0,3,5,6,1,2,1,4,6,3,2,-9.00,70.00,70.00,1,11860.42,1
18190013062,2,1,2,0,1,2,1,1,1,2,3,1,1,1,138.46,-9.00,-9.00,-9,54692.45,2
18190013063,6,1,4,2,2,3,1,1,1,3,3,1,3,2,-9.00,112.00,0.00,2,20820.80,2
18190013069,4,7,1,0,3,5,4,1,2,1,4,2,3,2,-9.00,60.00,60.00,1,3801.00,1
18190013070,9,7,1,0,4,6,2,1,2,2,1,6,2,1,0.00,-9.00,-9.00,-9,40752.50,2
18190013074,5,1,2,0,1,2,1,1,2,4,1,4,1,1,66.44,-9.00,-9.00,-9,62612.50,2
18190013076,4,1,2,0,3,4,1,1,2,3,2,7,2,1,23.08,-9.00,-9.00,-9,52150.00,2
18190013077,9,7,1,0,4,6,3,1,2,4,3,8,3,2,-9.00,180.00,153.00,1,13971.36,1
18190013080,2,3,2,1,3,4,4,2,2,4,3,6,3,2,-9.00,99.00,1.52,1,9795.00,1
18190013081,7,3,4,3,1,2,6,1,2,3,3,2,3,2,-9.00,82.00,82.00,1,11965.20,1
18190013084,8,3,2,1,2,3,1,1,2,5,2,3,2,1,507.69,-9.00,-9.00,-9,100000.00,2
18190013085,8,1,2,0,4,6,1,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,54091.18,2
18190013087,9,1,3,1,3,4,1,1,1,3,2,6,2,1,13.85,-9.00,-9.00,-9,39272.50,2
18190013090,4,6,1,0,4,6,3,1,1,2,2,7,1,1,0.00,-9.00,-9.00,-9,25638.60,2
18190013091,10,1,4,2,2,3,1,1,2,5,3,3,2,1,393.58,-9.00,-9.00,-9,100000.00,2
18190013094,6,1,2,0,4,6,3,1,1,3,1,8,1,1,0.00,-9.00,-9.00,-9,24231.00,2
18190013095,6,7,1,0,4,6,3,1,2,4,1,8,2,1,0.00,-9.00,-9.00,-9,23250.00,2
18190013096,7,7,1,0,4,6,3,1,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,19446.50,2
18190013097,5,3,2,0,2,3,1,1,2,2,3,4,3,3,-9.00,126.92,5.54,1,22084.40,1
18190013099,9,3,3,2,2,2,2,1,2,2,4,6,3,2,-9.00,94.85,0.00,2,20508.80,1
18190013100,10,1,2,0,4,6,2,1,1,3,1,7,2,1,0.00,-9.00,-9.00,-9,23561.50,2
18190013101,6,1,3,1,2,3,1,1,1,2,2,6,1,1,0.00,-9.00,-9.00,-9,47588.90,2
18190013102,10,1,3,1,2,3,1,1,1,3,3,6,1,1,92.31,-9.00,-9.00,-9,34096.40,2
18190013106,4,1,5,3,2,3,1,2,1,3,2,2,3,3,-9.00,150.00,0.00,2,35418.70,2
18190013107,8,1,2,0,3,4,1,2,1,1,5,7,3,2,-9.00,136.00,0.00,2,42380.00,2
18190013108,2,3,2,0,3,5,4,1,2,3,3,6,3,2,-9.00,87.00,66.00,1,12396.00,1
18190013110,8,1,3,1,2,3,1,1,1,1,4,1,3,3,-9.00,242.31,0.00,2,32105.92,2
18190013111,8,7,1,0,3,4,4,2,2,1,4,6,3,2,-9.00,106.32,100.00,1,5406.25,1
18190013112,9,1,2,0,2,3,1,2,1,4,3,5,1,1,200.83,-9.00,-9.00,-9,42218.40,1
18190013113,2,1,5,1,3,4,1,1,1,3,2,8,1,1,106.25,-9.00,-9.00,-9,83631.40,2
18190013114,6,7,1,0,3,4,1,1,2,3,1,1,3,3,-9.00,112.50,0.00,2,24700.00,2
18190013115,8,3,2,1,2,3,6,2,2,1,4,4,3,2,-9.00,115.38,114.23,1,8187.00,1
18190013120,10,1,3,1,3,4,1,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190013122,5,1,3,1,2,2,1,1,1,3,1,5,3,3,-9.00,150.00,0.00,2,45016.40,2
18190013123,1,7,1,0,4,6,3,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,17999.50,2
18190013130,8,3,2,0,3,4,1,1,2,5,2,7,3,2,-9.00,150.00,0.00,2,60950.61,2
18190013131,9,6,1,0,2,3,1,1,1,2,1,5,2,1,173.08,-9.00,-9.00,-9,35100.00,2
18190013132,1,6,1,0,1,2,5,1,1,1,6,1,3,2,-9.00,72.00,0.00,2,22100.00,2
18190013134,4,7,1,0,1,2,1,1,2,3,2,5,1,1,102.00,-9.00,-9.00,-9,18406.25,2
18190013136,10,1,2,0,4,6,3,1,1,3,2,5,3,3,-9.00,152.08,27.00,1,26055.00,1
18190013137,1,6,1,0,1,2,1,1,1,3,3,2,3,3,-9.00,117.69,0.00,2,17160.00,2
18190013140,1,1,2,0,3,4,1,1,1,2,2,7,1,1,0.00,-9.00,-9.00,-9,61487.50,2
18190013143,2,1,3,1,2,3,1,1,2,3,1,5,2,1,0.00,-9.00,-9.00,-9,38776.40,2
18190013145,2,5,7,1,3,5,2,1,2,5,1,7,2,1,0.00,-9.00,-9.00,-9,90577.50,2
18190013146,8,5,2,0,1,2,1,2,2,2,3,1,3,3,-9.00,364.62,0.00,2,51675.00,2
18190013150,10,6,1,0,4,6,3,1,1,1,5,3,3,3,-9.00,103.85,0.00,2,14512.50,2
18190013152,9,1,2,0,3,5,1,1,1,2,3,4,3,2,-9.00,80.00,0.00,2,36871.46,1
18190013153,9,1,2,0,2,3,1,1,2,3,1,4,2,1,0.00,-9.00,-9.00,-9,73892.50,2
18190013154,1,7,1,0,3,5,6,1,2,2,4,2,3,2,-9.00,45.67,31.25,1,6488.00,1
18190013155,5,1,4,2,2,2,1,2,1,3,2,4,3,3,-9.00,173.08,0.00,2,29089.00,2
18190013157,9,3,4,3,2,3,1,1,2,3,2,2,3,3,-9.00,207.69,138.46,1,22781.20,1
18190013160,10,5,2,0,3,5,2,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,16206.00,2
18190013163,10,6,1,0,4,6,3,1,1,1,4,7,3,2,-9.00,79.00,73.00,1,9652.76,1
18190013167,5,3,2,0,3,4,1,1,2,3,2,7,2,1,130.15,-9.00,-9.00,-9,50300.00,2
18190013168,4,7,1,0,1,1,4,1,2,1,4,2,3,2,-9.00,97.00,97.00,1,9120.00,1
18190013169,7,1,2,0,4,6,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,68832.50,2
18190013170,6,7,1,0,3,4,1,2,2,2,3,8,1,1,0.00,-9.00,-9.00,-9,25225.00,2
18190013172,5,1,3,0,3,5,6,1,1,2,3,2,3,3,-9.00,133.85,0.00,2,5972.00,1
18190013176,2,7,1,0,4,6,3,1,2,1,4,6,3,2,-9.00,70.00,70.00,1,10764.00,1
18190013177,4,6,1,0,3,4,6,1,1,1,4,6,3,2,-9.00,65.00,63.09,1,8824.75,1
18190013178,9,1,4,2,2,3,1,2,1,3,3,4,1,1,207.69,-9.00,-9.00,-9,44538.95,2
18190013179,2,1,2,0,4,6,1,1,1,2,5,7,2,1,112.60,-9.00,-9.00,-9,68934.13,2
18190013185,8,3,3,2,3,4,1,2,2,3,2,4,1,1,0.00,-9.00,-9.00,-9,69200.00,2
18190013186,8,7,1,0,4,6,3,1,2,1,4,5,3,2,-9.00,107.00,107.00,1,13036.00,1
18190013187,9,1,5,2,3,5,1,1,1,4,1,7,2,1,276.92,-9.00,-9.00,-9,100000.00,2
18190013189,4,7,1,0,4,6,3,1,2,2,3,7,3,2,-9.00,71.15,71.15,1,8944.00,1
18190013193,4,1,3,1,2,3,1,1,2,2,3,6,1,1,106.15,-9.00,-9.00,-9,50515.00,2
18190013195,6,1,2,0,2,3,2,1,1,5,1,2,2,1,92.31,-9.00,-9.00,-9,33800.00,2
18190013198,8,1,2,0,4,6,3,2,1,4,2,6,2,1,558.55,-9.00,-9.00,-9,12938.00,1
18190013199,9,1,2,0,4,6,3,1,2,2,4,3,2,1,0.00,-9.00,-9.00,-9,28743.50,1
18190013200,1,1,2,0,4,6,3,1,1,2,2,6,2,1,0.00,-9.00,-9.00,-9,14962.75,1
18190013203,2,1,3,1,3,5,1,1,1,4,3,4,3,3,-9.00,90.00,40.00,1,20986.40,1
18190013204,8,1,3,0,3,5,1,2,1,4,3,7,2,1,0.00,-9.00,-9.00,-9,46083.18,2
18190013205,8,3,2,1,2,3,1,1,2,2,5,1,3,3,-9.00,311.54,150.00,1,21876.40,1
18190013206,9,1,5,2,2,3,1,2,1,3,2,3,3,3,-9.00,50.77,0.00,2,88935.00,2
18190013208,9,3,3,2,1,2,2,1,2,2,4,5,3,2,-9.00,106.00,43.50,1,15701.53,1
18190013209,7,1,3,1,2,3,1,1,1,4,2,4,2,1,594.23,-9.00,-9.00,-9,100000.00,2
18190013211,9,1,3,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,76732.50,2
18190013213,4,7,1,0,4,6,3,1,2,4,2,7,2,1,0.00,-9.00,-9.00,-9,29667.50,2
18190013214,8,3,5,2,2,3,2,2,2,2,3,6,1,1,115.38,-9.00,-9.00,-9,22588.80,2
18190013215,2,1,2,0,3,4,1,2,1,3,3,6,1,1,380.61,-9.00,-9.00,-9,26214.00,2
18190013216,1,6,1,0,4,6,3,1,1,2,4,7,3,2,-9.00,83.65,33.65,1,24544.00,1
18190013223,5,1,3,1,2,2,1,1,2,2,3,5,3,2,-9.00,75.00,0.00,2,22363.15,2
18190013224,9,7,1,0,4,6,3,1,2,2,3,7,2,1,0.00,-9.00,-9.00,-9,12075.00,2
18190013225,7,1,2,0,4,6,3,1,1,4,2,8,2,1,0.00,-9.00,-9.00,-9,21286.00,2
18190013226,6,7,1,0,3,5,4,1,2,1,4,7,3,2,-9.00,72.12,66.35,1,4329.00,1
18190013228,4,5,2,0,3,4,1,2,2,2,3,6,3,3,-9.00,132.69,0.00,2,65500.00,2
18190013229,2,7,1,0,4,6,3,1,2,3,2,8,2,1,61.15,-9.00,-9.00,-9,26012.50,2
18190013230,8,1,2,0,4,6,3,1,2,3,2,7,2,1,0.00,-9.00,-9.00,-9,39223.00,1
18190013236,2,1,2,0,4,6,3,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190013243,6,6,1,0,3,5,1,1,1,1,2,5,3,3,-9.00,92.31,0.00,2,21169.00,2
18190013244,10,1,2,0,4,6,3,1,1,4,1,5,2,1,0.02,-9.00,-9.00,-9,52501.00,2
18190013247,8,1,2,0,4,6,3,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,29372.30,1
18190013252,8,1,4,2,3,4,1,2,1,2,3,2,3,2,-9.00,104.00,0.00,2,31870.80,2
18190013254,10,3,3,1,3,4,6,1,2,3,3,6,3,2,-9.00,95.00,95.00,1,22120.00,1
18190013260,1,1,2,0,4,6,3,1,1,3,1,8,2,1,0.00,-9.00,-9.00,-9,29900.00,2
18190013263,7,1,2,0,3,4,1,1,1,2,4,6,2,1,92.31,-9.00,-9.00,-9,51113.92,2
18190013268,8,2,3,0,3,5,1,1,1,2,3,7,3,2,-9.00,119.00,0.00,2,32145.68,2
18190013272,2,1,3,0,3,4,1,1,1,2,3,8,1,1,22.74,-9.00,-9.00,-9,49655.00,2
18190013274,2,1,2,0,4,6,3,1,1,3,3,7,2,1,0.00,-9.00,-9.00,-9,68927.50,2
18190013275,1,6,1,0,3,5,1,1,1,2,4,1,3,2,-9.00,81.00,0.00,2,17940.00,1
18190013279,6,1,4,2,2,3,2,2,2,2,3,2,3,3,-9.00,130.50,46.50,1,22068.80,1
18190013280,4,7,1,0,4,6,3,1,2,5,2,8,1,1,0.00,-9.00,-9.00,-9,10299.00,2
18190013281,9,1,4,1,3,4,1,1,1,3,3,6,2,1,135.56,-9.00,-9.00,-9,78847.81,2
18190013283,6,6,1,0,2,2,6,2,1,1,4,4,3,2,-9.00,100.00,70.00,1,5699.00,1
18190013284,5,1,2,0,3,5,1,1,1,3,2,5,2,1,126.69,-9.00,-9.00,-9,27300.00,2
18190013285,8,1,2,0,2,3,1,2,1,2,2,6,3,2,-9.00,112.00,0.00,2,53535.12,2
18190013287,10,1,3,1,2,3,1,1,1,3,3,4,3,3,-9.00,178.85,0.00,2,72213.90,2
18190013288,8,3,3,1,2,3,1,1,2,3,2,4,3,3,-9.00,392.31,69.23,1,35706.40,1
18190013289,9,1,7,2,3,4,2,1,1,5,2,6,2,1,131.54,-9.00,-9.00,-9,49428.80,2
18190013292,8,7,1,0,3,5,4,1,2,2,3,8,3,2,-9.00,102.00,80.00,1,5621.00,1
18190013293,9,1,4,2,3,5,1,1,1,3,2,6,2,1,116.77,-9.00,-9.00,-9,52175.05,2
18190013294,6,1,3,1,2,3,2,1,1,3,2,5,1,1,67.62,-9.00,-9.00,-9,22526.40,2
18190013297,7,1,3,1,2,2,1,1,1,3,2,3,1,1,208.15,-9.00,-9.00,-9,59876.40,2
18190013301,8,7,1,0,4,6,3,1,2,1,4,6,3,2,-9.00,141.23,102.72,1,9939.00,1
18190013304,7,1,4,1,3,4,2,1,2,3,3,5,3,2,-9.00,116.77,0.00,2,43719.40,2
18190013305,9,1,5,3,2,3,1,1,1,3,1,5,2,1,172.15,-9.00,-9.00,-9,46719.95,2
18190013306,6,6,1,0,4,6,3,1,1,1,4,4,3,2,-9.00,64.62,0.00,2,10030.00,2
18190013308,5,1,4,2,2,2,1,1,2,4,3,4,1,1,200.77,-9.00,-9.00,-9,46248.80,2
18190013309,9,2,4,3,3,5,1,1,1,3,1,5,3,3,-9.00,286.15,0.00,2,58175.00,2
18190013310,9,7,1,0,4,6,3,1,2,1,4,5,3,2,-9.00,91.00,91.00,1,8476.00,1
18190013311,4,1,2,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,29122.50,2
18190013315,10,2,2,0,3,5,3,1,1,3,1,8,2,1,0.00,-9.00,-9.00,-9,27772.50,2
18190013316,10,7,1,0,3,4,6,1,2,1,3,7,3,2,-9.00,80.00,80.00,1,3801.00,1
18190013318,5,1,4,1,3,4,1,1,1,4,1,3,2,1,230.77,-9.00,-9.00,-9,54376.40,2
18190013320,2,1,4,2,2,2,4,1,1,3,4,3,3,2,-9.00,98.08,67.49,1,13880.48,1
18190013325,8,7,1,0,3,5,6,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,9422.50,2
18190013333,10,1,5,0,3,4,1,1,1,4,3,7,1,1,132.88,-9.00,-9.00,-9,82360.00,1
18190013336,8,1,4,2,3,4,1,1,1,3,2,5,2,1,553.85,-9.00,-9.00,-9,100000.00,2
18190013337,4,1,2,0,3,4,1,1,2,3,2,7,2,1,120.00,-9.00,-9.00,-9,55374.28,2
18190013338,2,1,2,0,3,5,1,1,1,3,2,7,2,1,0.00,-9.00,-9.00,-9,34320.00,2
18190013340,2,7,1,0,4,6,3,1,2,3,2,8,1,1,0.00,-9.00,-9.00,-9,8476.00,2
18190013341,2,7,1,0,4,6,3,1,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,27346.50,2
18190013342,10,1,3,0,3,4,1,1,1,3,3,7,1,1,124.85,-9.00,-9.00,-9,48660.00,2
18190013345,4,4,4,1,3,5,1,1,1,4,3,7,2,1,0.00,-9.00,-9.00,-9,80122.50,2
18190013346,7,1,4,2,2,3,2,2,1,2,4,3,3,3,-9.00,185.77,122.31,1,22978.80,1
18190013347,8,7,1,0,3,4,2,2,2,3,2,5,1,1,29.54,-9.00,-9.00,-9,24440.00,1
18190013349,8,6,1,0,4,6,3,1,1,3,3,8,2,1,12.20,-9.00,-9.00,-9,9839.50,2
18190013351,6,7,1,0,4,6,3,1,2,2,4,5,3,2,-9.00,79.00,79.00,1,8476.00,1
18190013354,9,3,2,1,3,5,1,1,2,3,2,7,2,1,104.87,-9.00,-9.00,-9,28376.40,2
18190013360,4,1,2,0,4,6,3,1,1,3,1,7,2,1,0.00,-9.00,-9.00,-9,26383.50,2
18190013361,1,3,2,1,2,3,2,1,2,2,3,3,3,2,-9.00,88.15,0.00,2,22331.67,2
18190013363,10,1,2,0,4,6,3,1,1,3,3,8,3,2,-9.00,90.53,0.00,2,32137.50,2
18190013364,5,1,2,0,4,6,1,1,1,3,3,5,3,3,-9.00,114.23,0.00,2,41960.00,2
18190013366,1,1,2,0,1,2,4,1,2,1,4,4,3,2,-9.00,45.00,36.00,1,5972.00,1
18190013367,2,6,1,0,4,6,3,1,1,1,4,6,3,2,-9.00,101.84,80.10,1,13520.00,1
18190013369,8,6,1,0,1,1,5,2,1,1,6,1,3,3,-9.00,278.00,0.00,2,9795.00,2
18190013372,10,1,2,0,4,6,3,1,1,1,5,6,3,3,-9.00,118.85,0.00,2,24737.25,1
18190013374,6,3,3,2,3,4,6,1,2,3,3,2,3,2,-9.00,100.96,100.96,1,19988.80,1
18190013376,9,1,2,0,4,6,3,1,1,3,2,8,2,1,15.46,-9.00,-9.00,-9,20049.64,1
18190013377,4,6,1,0,3,5,3,1,1,1,4,7,1,1,0.00,-9.00,-9.00,-9,7135.00,2
18190013378,10,6,1,0,2,3,1,1,1,1,4,2,3,3,-9.00,180.00,0.00,2,33862.50,2
18190013381,6,7,1,0,3,5,3,1,2,2,2,8,1,1,0.00,-9.00,-9.00,-9,11857.50,2
18190013385,2,1,2,0,1,2,5,2,1,1,4,1,3,3,-9.00,213.46,0.00,2,53560.00,2
18190013386,4,3,5,4,2,2,6,1,2,3,3,4,3,2,-9.00,79.00,79.00,1,15145.00,1
18190013391,6,1,4,2,2,3,1,2,1,3,3,5,3,3,-9.00,126.92,0.00,2,26091.55,2
18190013396,4,7,1,0,4,6,3,1,2,3,2,8,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190013399,4,1,3,1,1,2,1,1,1,3,2,3,3,3,-9.00,99.23,0.00,2,63413.90,2
18190013403,8,1,2,0,3,4,1,1,1,1,4,3,3,3,-9.00,298.85,0.00,2,57420.00,2
18190013405,7,7,1,0,3,4,4,1,2,3,1,7,3,2,-9.00,109.00,71.00,1,3848.00,1
18190013406,10,1,2,0,4,6,3,1,1,3,1,6,2,1,0.00,-9.00,-9.00,-9,35479.25,2
18190013407,10,3,2,0,3,5,6,1,2,3,1,6,2,1,0.00,-9.00,-9.00,-9,48795.00,2
18190013408,2,1,2,0,3,5,1,1,2,2,2,2,2,1,46.15,-9.00,-9.00,-9,46540.00,2
18190013409,6,6,1,0,3,5,6,1,1,1,4,6,3,2,-9.00,62.31,62.31,1,5314.92,1
18190013411,8,1,2,0,4,6,3,1,1,2,1,3,2,1,0.00,-9.00,-9.00,-9,14236.00,2
18190013420,5,1,2,0,4,6,3,1,1,3,2,6,2,1,0.00,-9.00,-9.00,-9,38867.50,2
18190013425,9,1,6,2,3,4,1,1,2,5,3,5,1,1,131.77,-9.00,-9.00,-9,41620.80,2
18190013428,5,7,1,0,4,6,3,1,2,3,2,8,1,1,0.00,-9.00,-9.00,-9,24207.75,1
18190013429,6,1,2,0,3,4,1,1,1,4,1,4,2,1,230.77,-9.00,-9.00,-9,38895.00,2
18190013433,10,1,5,3,2,3,1,1,1,2,4,3,3,2,-9.00,160.00,78.25,1,24601.20,1
18190013434,10,6,1,0,2,3,1,1,1,2,4,3,3,3,-9.00,144.23,0.00,2,18200.00,2
18190013435,5,7,1,0,3,5,6,2,2,2,3,8,3,2,-9.00,81.00,81.00,1,8788.00,1
18190013438,5,1,2,0,2,3,1,1,1,2,3,1,1,1,141.46,-9.00,-9.00,-9,64206.25,2
18190013447,7,1,2,0,3,5,1,1,2,4,3,7,2,1,0.00,-9.00,-9.00,-9,51542.50,2
18190013448,10,6,1,0,4,6,3,1,1,2,4,6,2,1,0.00,-9.00,-9.00,-9,18527.75,1
18190013449,2,1,2,0,4,6,2,1,1,2,2,6,2,1,0.00,-9.00,-9.00,-9,25333.75,2
18190013452,4,1,4,2,2,3,1,1,2,3,2,4,2,1,143.08,-9.00,-9.00,-9,39488.80,2
18190013453,4,1,2,0,4,6,1,2,1,5,1,7,2,1,0.00,-9.00,-9.00,-9,58773.95,2
18190013454,4,1,3,0,3,4,1,1,1,3,3,6,3,2,-9.00,94.47,0.00,2,43620.00,2
18190013455,9,7,1,0,4,6,3,1,2,1,4,7,3,2,-9.00,102.23,0.00,2,26140.00,2
18190013456,9,6,1,0,3,5,1,1,1,2,4,5,2,1,27.69,-9.00,-9.00,-9,22887.50,2
18190013458,5,7,1,0,4,6,3,1,2,2,2,8,1,1,0.00,-9.00,-9.00,-9,14305.00,2
18190013459,7,3,3,2,1,2,6,1,2,2,4,4,3,2,-9.00,115.00,115.00,1,11666.00,1
18190013460,1,6,1,0,2,3,6,1,1,1,4,2,3,2,-9.00,79.00,79.00,1,5668.00,1
18190013466,10,1,4,1,3,4,1,1,2,4,3,6,2,1,85.62,-9.00,-9.00,-9,77975.00,2
18190013470,4,1,3,0,3,4,4,1,1,3,2,5,3,2,-9.00,76.62,50.77,1,11760.00,1
18190013471,8,1,2,0,3,5,1,2,1,4,3,7,2,1,0.00,-9.00,-9.00,-9,47792.50,2
18190013473,2,1,3,0,4,6,3,1,1,2,3,6,3,2,-9.00,85.00,30.00,1,31044.00,1
18190013474,9,1,2,0,3,4,1,1,2,3,4,7,3,2,-9.00,106.15,0.00,2,29900.00,2
18190013476,2,1,2,0,3,4,1,1,1,3,3,7,3,2,-9.00,93.23,0.00,2,33005.27,2
18190013477,1,7,1,0,3,5,6,1,2,3,3,6,1,1,0.00,-9.00,-9.00,-9,9858.87,1
18190013479,5,1,2,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,69320.50,2
18190013482,5,1,3,0,3,4,2,1,2,4,1,6,1,1,92.31,-9.00,-9.00,-9,25250.46,2
18190013483,4,7,1,0,3,4,6,1,2,3,3,6,3,2,-9.00,80.00,80.00,1,12194.00,1
18190013484,4,1,4,2,2,3,1,1,2,4,1,5,2,1,198.46,-9.00,-9.00,-9,100000.00,2
18190013485,2,7,1,0,3,5,1,1,2,3,2,6,3,2,-9.00,92.31,0.00,2,9880.00,2
18190013486,10,1,2,0,2,3,5,1,1,1,5,1,3,3,-9.00,173.08,0.00,2,61487.50,2
18190013487,4,1,2,0,3,5,1,1,1,2,3,8,2,1,0.00,-9.00,-9.00,-9,25110.00,2
18190013491,2,1,2,0,4,6,3,1,1,3,3,8,2,1,0.00,-9.00,-9.00,-9,38291.00,2
18190013492,9,1,2,0,4,6,3,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,14642.50,2
18190013493,6,1,4,2,3,4,1,1,1,4,2,7,1,1,46.15,-9.00,-9.00,-9,66170.16,2
18190013494,7,7,1,0,4,6,3,1,2,2,1,6,2,1,0.00,-9.00,-9.00,-9,9826.25,2
18190013496,9,1,6,3,2,3,1,1,2,3,3,6,3,2,-9.00,128.77,0.00,2,48781.20,2
18190013498,10,1,4,1,3,4,1,1,1,4,3,6,2,1,95.08,-9.00,-9.00,-9,48502.65,2
18190013499,2,3,2,1,2,2,1,1,2,2,2,1,3,2,-9.00,84.00,0.00,2,18652.40,2
18190013500,9,6,1,0,4,6,3,1,1,1,5,7,2,1,0.00,-9.00,-9.00,-9,21246.50,2
18190013502,9,7,1,0,4,6,3,1,2,5,1,8,2,1,0.00,-9.00,-9.00,-9,22960.75,2
18190013503,7,7,1,0,4,6,3,2,2,3,3,8,1,1,0.00,-9.00,-9.00,-9,28872.50,2
18190013504,4,1,2,0,3,5,1,1,1,3,2,4,2,1,230.77,-9.00,-9.00,-9,100000.00,2
18190013507,10,1,2,0,3,4,1,1,1,4,1,5,2,1,0.50,-9.00,-9.00,-9,92500.00,2
18190013510,2,1,3,1,2,2,1,1,1,3,2,5,1,1,196.15,-9.00,-9.00,-9,75242.25,2
18190013513,1,1,2,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,12938.00,1
18190013514,10,3,3,2,2,3,1,1,2,3,2,3,3,3,-9.00,184.62,0.00,2,26667.80,2
18190013515,7,1,5,3,3,4,1,2,1,3,3,5,3,3,-9.00,260.15,124.15,1,24014.00,1
18190013516,4,1,2,0,3,5,1,1,1,2,2,6,1,1,48.20,-9.00,-9.00,-9,35807.50,2
18190013517,4,7,1,0,4,6,3,1,2,3,3,8,1,1,0.00,-9.00,-9.00,-9,10925.00,2
18190013521,2,6,1,0,3,4,1,1,1,1,4,6,3,2,-9.00,73.85,0.00,2,16120.00,2
18190013523,2,7,1,0,3,5,4,1,2,3,2,7,3,2,-9.00,97.00,97.00,1,4654.00,1
18190013525,6,1,5,3,2,3,1,1,1,4,3,6,1,1,156.69,-9.00,-9.00,-9,55564.95,2
18190013531,6,1,2,0,4,6,3,1,1,3,2,5,2,1,0.00,-9.00,-9.00,-9,38330.00,2
18190013532,7,3,2,1,3,4,6,1,2,3,2,5,3,2,-9.00,100.00,70.00,1,9932.00,1
18190013536,9,1,4,2,2,3,1,1,2,3,3,4,1,1,295.85,-9.00,-9.00,-9,79938.80,2
18190013539,8,7,1,0,4,6,3,1,2,1,3,8,3,3,-9.00,0.00,0.00,2,8476.00,1
18190013540,8,1,2,0,3,5,1,1,2,2,4,4,3,3,-9.00,219.23,0.00,2,31275.00,2
18190013541,6,1,3,0,4,6,3,1,1,5,2,8,1,1,0.00,-9.00,-9.00,-9,18938.00,1
18190013542,5,1,4,2,2,3,1,1,2,4,2,4,2,1,184.62,-9.00,-9.00,-9,51188.80,2
18190013545,4,4,2,0,1,2,1,1,1,2,5,3,3,3,-9.00,161.54,0.00,2,46500.00,2
18190013546,1,1,2,0,3,5,3,1,1,3,3,7,2,1,0.00,-9.00,-9.00,-9,33407.50,2
18190013550,9,1,2,0,2,3,1,1,1,4,1,3,2,1,324.69,-9.00,-9.00,-9,90150.00,2
18190013553,8,5,2,1,3,4,1,1,2,2,4,2,3,2,-9.00,130.00,0.00,2,22175.00,2
18190013555,1,1,4,2,2,3,1,1,1,3,3,3,3,3,-9.00,0.00,0.00,2,32728.80,2
18190013556,1,1,4,0,4,6,1,1,1,4,3,4,2,1,142.38,-9.00,-9.00,-9,63531.00,2
18190013560,10,1,2,0,4,6,1,1,1,3,2,6,2,1,0.00,-9.00,-9.00,-9,100000.00,2
